word,count
sound,293
guitar,218
male,217
voice,203
beat,197
rock,196
drum,183
vocal,168
sing,157
upbeat,142
female,135
singer,135
background,135
pop,129
slow,125
play,109
rap,102
lyric,99
singing,95
country,87
style,80
piano,75
movie,71
soft,68
instrument,68
fast,66
electric,64
feel,64
heavy,63
old,62
strong,60
describe,57
melody,56
jazz,56
man,53
pace,51
give,51
instrumental,51
woman,50
high,50
good,49
bass,48
feature,47
steady,46
synth,44
kind,44
metal,44
band,43
vibe,42
detail,40
word,40
musical,39
electronic,39
rhythm,38
create,37
hip-hop,37
nice,36
love,35
girl,35
tone,35
lead,34
end,34
feeling,33
dance,33
type,32
language,32
start,31
lot,31
maybe,31
dramatic,31
light,30
similar,30
drive,30
deep,30
main,29
tune,29
calm,29
reminiscent,28
english,28
pitch,28
remind,28
club,27
techno,27
character,26
mix,26
intro,26
chill,26
string,25
think,25
backing,25
tempo,25
hard,24
study,24
use,24
loud,24
classic,24
come,24
scene,24
talk,24
90,24
sad,24
task,23
orchestra,23
melodic,23
guy,23
violin,23
level,22
distinguish,22
example,22
game,22
build,22
artist,22
smooth,22
accompany,22
make,21
edm,21
different,21
modern,21
catchy,21
energy,21
percussion,21
e,20
require,20
sufficient,20
description,20
intense,20
chorus,20
chord,20
trumpet,20
early,19
simple,19
vocalist,19
video,19
line,19
atmosphere,19
bright,19
time,18
k,18
spanish,18
80,18
theme,18
sort,18
2000s,18
emotional,18
multiple,18
opera,18
repeat,18
follow,17
flow,17
bit,16
mellow,16
low,16
roll,16
little,16
foreign,16
acoustic,16
bar,16
rapper,16
beginning,15
consistent,15
happy,15
scream,15
punk,15
day,15
funky,15
french,15
romantic,14
song,14
relax,14
focus,14
house,14
get,14
r&b,14
night,14
drop,14
grunge,14
harmony,13
weird,13
rhythmic,13
blue,13
back,13
solo,13
saxophone,13
energetic,13
jazzy,13
disco,13
autotune,13
disney,13
keyboard,12
group,12
alternative,12
kick,12
pattern,12
nostalgic,12
dark,12
section,12
open,12
find,12
peaceful,12
layered,11
cool,11
hit,11
southern,11
slightly,11
asian,11
soundtrack,11
melancholic,11
lively,11
powerful,11
rnb,11
unique,11
classical,11
interesting,11
accent,11
minimal,11
bassline,11
british,11
people,11
warm,10
effect,10
medium,10
tell,10
retro,10
snare,10
montage,10
long,10
begin,10
orchestral,10
brass,10
know,10
prominent,10
school,10
instrumentation,10
mid,10
clear,10
walk,10
change,10
rapping,10
groove,10
american,10
add,10
go,10
late,10
eerie,10
emotion,9
airy,9
layer,9
note,9
playing,9
city,9
genre,9
story,9
super,9
piece,9
climax,9
beach,9
european,9
groovy,9
inspire,9
riff,9
folk,9
fi,9
suitable,9
party,9
pacing,9
horn,9
possibly,9
mean,8
sample,8
kinda,8
great,8
loop,8
not,8
radio,8
heartbreak,8
ish,8
lay,8
life,8
say,8
element,8
ad,8
definitely,8
hat,8
reverb,8
head,8
tense,8
soul,8
banjo,8
tv,8
production,8
era,8
flute,8
2000,8
world,7
pretty,7
evoke,7
want,7
carry,7
show,7
slight,7
cinematic,7
choir,7
white,7
kid,7
latin,7
way,7
influence,7
car,7
synthesizer,7
take,7
mainly,7
fun,7
echo,7
right,7
repetitive,7
beautiful,7
characterize,7
texture,7
place,7
understand,7
key,7
70,7
introduction,6
progressive,6
peppy,6
quiet,6
second,6
indie,6
romance,6
restaurant,6
move,6
match,6
dog,6
hiphop,6
constant,6
ending,6
epic,6
action,6
soulful,6
have,6
summer,6
positive,6
2010,6
perform,6
opening,6
mainstream,6
small,6
brush,6
somewhat,6
middle,6
speak,6
sounding,6
person,6
lofi,6
imagine,6
blend,6
underneath,6
lo,6
event,6
noise,6
tension,6
pad,6
sparse,6
pulse,6
thing,6
phrase,6
signing,6
tambourine,6
performance,6
fan,6
adlib,6
soothe,6
clip,6
ballad,6
expressive,6
gentle,6
journey,6
attention,6
black,6
hi,6
run,5
strum,5
hero,5
battle,5
elevator,5
short,5
wait,5
youtube,5
south,5
new,5
look,5
90s,5
try,5
final,5
suspenseful,5
hint,5
child,5
big,5
generic,5
switch,5
poetry,5
deliver,5
calming,5
floor,5
wide,5
mimic,5
aggressive,5
part,5
emphasis,5
annoying,5
relaxing,5
dancing,5
uplifting,5
1990s,5
structure,5
friend,5
experience,5
west,5
storytelle,5
star,5
totally,5
jackson,5
presence,5
trap,5
hook,5
sudden,5
gradually,5
narrow,5
fade,5
german,5
girly,5
harmonize,5
combination,5
fit,5
cafe,5
raspy,5
confident,5
backup,5
garage,5
fight,5
gradual,5
mystical,5
swell,5
gritty,5
sunny,5
probably,5
random,5
futuristic,5
sweet,5
ai,5
2010s,5
set,5
sit,5
score,4
hispanic,4
alternate,4
eery,4
backtrack,4
base,4
actually,4
western,4
snippet,4
typical,4
forward,4
optimistic,4
lose,4
crescendo,4
progress,4
cute,4
semi,4
away,4
japanese,4
cheerful,4
commercial,4
stab,4
hold,4
room,4
upright,4
ride,4
ambient,4
stuff,4
straight,4
rapid,4
punchy,4
protagonize,4
r,4
b,4
relaxed,4
lib,4
work,4
trombone,4
stand,4
yell,4
dreamy,4
michael,4
call,4
distant,4
stay,4
range,4
scary,4
lady,4
emo,4
combine,4
produce,4
ear,4
rich,4
draw,4
echoey,4
delivery,4
sharp,4
la,4
tight,4
moment,4
bad,4
non,4
distorted,4
heavily,4
bell,4
boy,4
include,4
electro,4
subtle,4
space,4
villain,4
esque,4
bring,4
tech,4
close,4
thought,4
honestly,4
happen,4
mysterious,4
duet,4
swing,4
entry,4
distort,4
ball,4
solid,4
keep,4
y,4
appear,4
quick,4
baby,4
princess,4
setting,4
number,4
wild,4
race,3
walkout,3
stage,3
bridge,3
pick,3
korean,3
muffle,3
justin,3
bieber,3
2016,3
crisp,3
backbeat,3
highway,3
near,3
verse,3
football,3
international,3
yearn,3
credit,3
major,3
form,3
well,3
fill,3
remix,3
sensual,3
year,3
dad,3
introduce,3
storytelling,3
channel,3
taylor,3
swift,3
heart,3
audience,3
preppy,3
street,3
anime,3
shout,3
christmas,3
couple,3
wind,3
common,3
ready,3
slowly,3
future,3
consist,3
eye,3
hate,3
clap,3
offbeat,3
pluck,3
double,3
motif,3
throw,3
tupac,3
drumming,3
angry,3
tropical,3
softly,3
shake,3
drumn,3
bold,3
nature,3
screaming,3
basement,3
teenager,3
cloudy,3
808,3
flash,3
face,3
triangle,3
italian,3
campfire,3
chop,3
abrupt,3
underground,3
human,3
body,3
chant,3
bang,3
odd,3
involve,3
drama,3
noticeable,3
showcase,3
ethereal,3
neon,3
help,3
strumming,3
rustic,3
live,3
dj,3
sleep,3
pause,3
pay,3
monotone,3
minimalist,3
broadway,3
outside,3
grand,3
similiar,3
buildup,3
concert,3
significant,3
rave,3
s,3
process,3
robotic,3
core,3
outro,3
vibration,3
reference,3
beatle,3
food,3
truck,3
sense,3
sentimental,3
jingle,3
write,3
festival,3
power,3
plan,3
intimate,3
young,3
track,3
whistle,3
explore,3
advertisement,3
emphasize,3
response,3
generate,3
vibey,3
potentially,3
bittersweet,3
grow,3
moderate,3
mario,3
kart,3
bruno,3
mar,3
film,3
europe,3
somber,3
ariana,3
grande,3
design,3
cliche,3
ninety,3
rain,3
transition,3
easy,3
drill,3
uk,3
listener,3
die,3
picture,3
continue,3
leave,3
lullaby,3
coffee,3
stack,3
maintain,3
center,3
distinct,3
famous,3
elegant,3
irish,3
growl,3
m,3
spooky,3
mood,3
teen,3
resonate,3
evident,3
member,2
definition,2
touch,2
angel,2
2000s-2010s,2
kpop,2
kdrama,2
exciting,2
hardly,2
single,2
1920,2
rattle,2
fancy,2
obvious,2
sub,2
anchor,2
feels,2
ago,2
alabama,2
america,2
coldplay,2
community,2
menu,2
bouncy,2
fanfare,2
fantasy,2
wife,2
comedic,2
30,2
rhythym,2
christian,2
self,2
rebellious,2
finally,2
title,2
basic,2
afternoon,2
door,2
eastern,2
highly,2
frank,2
sinatra,2
jiggy,2
break,2
magic,2
mute,2
cymbal,2
see,2
80s,2
speaking,2
voiceover,2
etherial,2
lyrical,2
stick,2
variation,2
precursor,2
exist,2
violent,2
distortion,2
harsh,2
convertible,2
spa,2
feminine,2
rise,2
gloomy,2
quieter,2
bunch,2
bedroom,2
sunset,2
borderline,2
wear,2
hyper,2
narrator,2
shift,2
juice,2
xylophone,2
sustained,2
drift,2
smoothly,2
sparkly,2
tiktok,2
yelling,2
passion,2
classify,2
stereotypical,2
metallic,2
explain,2
component,2
absolutely,2
mind,2
similarly,2
enunciation,2
aged,2
compliment,2
church,2
visualize,2
choreography,2
generation,2
pair,2
technology,2
shouty,2
baseline,2
farm,2
fraternity,2
perfect,2
mall,2
organ,2
meditation,2
overall,2
typically,2
career,2
performer,2
window,2
theater,2
manner,2
rhyme,2
harmonizing,2
outdoors,2
fall,2
boss,2
attack,2
progression,2
eventually,2
mtv,2
post,2
proper,2
maraca,2
heroic,2
gym,2
arc,2
tick,2
melancholy,2
otherworldly,2
listen,2
combo,2
usually,2
50,2
sultry,2
public,2
rhytmic,2
sythensizer,2
drone,2
choral,2
soundscape,2
variety,2
increase,2
mom,2
road,2
meet,2
paris,2
rocky,2
save,2
likely,2
arpeggio,2
whispery,2
quietly,2
friendly,2
cyberpunk,2
enter,2
vibrato,2
fitting,2
spy,2
display,2
negative,2
return,2
lobby,2
sequence,2
periodically,2
cadence,2
closely,2
doom,2
syncopate,2
quality,2
shop,2
tennessee,2
dissonant,2
purpose,2
creepy,2
signify,2
important,2
sci,2
convey,2
age,2
intensity,2
pet,2
killers,2
ritard,2
thin,2
raw,2
college,2
techo,2
wedding,2
full,2
pop/,2
sight,2
tough,2
outer,2
popular,2
polished,2
hang,2
extra,2
stop,2
queen,2
agressive,2
mark,2
previous,2
decay,2
wash,2
rap/,2
certain,2
continuous,2
cheery,2
twinkly,2
suspense,2
chime,2
animal,2
modify,2
transform,2
plethora,2
studio,2
paced,2
3,2
harmanize,2
soothing,2
gatsby,2
memorable,2
social,2
flapper,2
fashion,2
especially,2
up,2
theatrical,2
cartoon,2
funk,2
playful,2
gospel,2
pleasant,2
cello,2
slide,2
starting,2
joyful,2
veyr,2
smoke,2
orient,2
entrance,2
dynamic,2
cowboy,2
digital,2
predictable,2
hand,2
outline,2
motion,2
stepwise,2
area,2
eighty,2
river,2
ocean,2
watch,2
pirate,2
jungle,2
separate,2
clearly,2
pastry,2
d,2
plus,2
nightclub,2
idea,2
large,2
fairly,2
east,2
1990,2
ice,2
original,2
beef,2
struggle,2
extremely,2
hear,2
orchestrated,2
filter,2
picking,2
1900,2
air,2
goofy,2
bg,2
connection,2
smoky,2
competition,2
present,2
medieval,2
adventurous,2
billie,2
eilish,2
record,1
olympic,1
represent,1
nerve,1
exhilarate,1
cliff,1
changer,1
wrestler,1
prepare,1
realize,1
rev,1
encompass,1
confess,1
katseye,1
refreshing,1
shimmery,1
slowr,1
sytle,1
trade,1
episode,1
email,1
initially,1
wispy,1
brighten,1
lana,1
del,1
ray,1
1920s,1
need,1
louis,1
armstrong,1
overtop,1
casio,1
freestyle,1
producer,1
00,1
sequenced,1
arpeggiator,1
sixteenth,1
sidechain,1
duck,1
supersaw,1
staccato,1
blast,1
symbol,1
almsot,1
pre,1
pubescent,1
outdoor,1
scratchy,1
owl,1
usa,1
belle,1
catina,1
tumbleweed,1
latino,1
interchange,1
uplift,1
brazil,1
tradtional,1
motivate,1
breakup,1
chiptune,1
bleep,1
rid,1
finish,1
goal,1
adrelining,1
stake,1
underdog,1
prevail,1
climatic,1
laidback,1
resturant,1
dinner,1
laze,1
gong,1
crisis,1
join,1
confidence,1
35,1
40,1
angsty,1
undertone,1
comeback,1
plot,1
synthetic,1
pocket,1
girlcrush,1
absolute,1
sweetheart,1
distortione,1
lyricism,1
panning,1
ballroom,1
banter,1
eachother,1
1940s-1950s,1
traditional,1
resturuant,1
dimly,1
local,1
jolly,1
skip,1
living,1
holiday,1
spirit,1
chromatic,1
approach,1
offer,1
counterline,1
carefree,1
nostalgia,1
wood,1
ponder,1
guess,1
dude,1
slam,1
interlude,1
conversational,1
partner,1
j,1
cole,1
convince,1
aspect,1
ahead,1
delay,1
baked,1
bean,1
notorious,1
b.i.g,1
rough,1
grudge,1
course,1
ht,1
ebackground,1
strength,1
cry,1
bore,1
lame,1
depressing,1
fashioned,1
seemingly,1
captain,1
peggy,1
avenger,1
grease,1
waiting,1
reminiscing,1
yay,1
woohoo,1
modeling,1
audition/,1
makeover,1
weekend,1
convertable,1
blare,1
stylish,1
effortless,1
upbit,1
indian,1
prince,1
belair,1
decrescendo,1
synthy,1
spaniosh,1
unfamiliar,1
syncopated,1
rhytm,1
cat,1
worn,1
shoe,1
forget,1
tale,1
direct,1
somng,1
opra,1
pano,1
grandiose,1
loudly,1
shrill,1
frustrating,1
overwhelmed,1
arrogant,1
practice,1
grass,1
sky,1
mixer,1
groovey,1
suit,1
rollar,1
skate,1
5,1
potential,1
step,1
celebration,1
fo,1
mj,1
oh,1
boom,1
shiny,1
autuned,1
glossy,1
pop‑hop,1
sparkle,1
target,1
whiny,1
moody,1
express,1
copy,1
dnb,1
fairy,1
tap,1
flicker,1
wii,1
successful,1
heist,1
complete,1
saloon,1
century,1
hairspray,1
mixture,1
location,1
reptillion,1
fac,1
lizard,1
screamo,1
facebook,1
deem,1
demonic,1
goth,1
metalhead,1
pre-2000s,1
glam,1
monster,1
mash,1
ghastly,1
zombie,1
performatively,1
like,1
bruce,1
springsteen,1
bake,1
impressive,1
lowk,1
correspond,1
slice,1
pink,1
daily,1
hyperfeminine,1
content,1
2nd,1
soften,1
synthwave,1
analog,1
shimmering,1
exactly,1
player,1
hunger,1
memory,1
70s,1
kaleidoscope,1
taste,1
mixing,1
fading,1
electrical,1
rainy,1
furious,1
synthesized,1
experimental,1
chic,1
makeup,1
town,1
wise,1
beachy,1
strip,1
fair,1
gathering,1
suburban,1
relaxining,1
wavy,1
ebb,1
aquarium,1
landscape,1
flowy,1
float,1
commerical,1
ambiguous,1
innunciation,1
tavern,1
aggression,1
burst,1
urban,1
associate,1
cloud,1
gravely,1
m&m,1
guiat,1
riding,1
untraditional,1
exposition,1
burden,1
context,1
weather,1
gingle,1
souless,1
brave,1
jangly,1
earnest,1
anthemic,1
breathy,1
titan,1
symphony,1
superhero,1
brodway,1
anticipatory,1
decision,1
consequence,1
linkin,1
park,1
90s-00s,1
intensify,1
apocalyptic,1
ton,1
explosive,1
explorer,1
search,1
campsite,1
item,1
shelter,1
divorce,1
russian,1
