url,title,duration,prompt,tags,lyrics,status
https://udio.com/songs/bcd8b00e-def1-4453-8190-4ae0a0a413a3,Bajo el Cielo Azul,N/A,N/A,"Electronic, Dance-pop, Dance, Androgynous vocals, Lgbt, Energetic, Party, Pop, Uplifting, Happy",,success
https://udio.com/songs/c91a852b-d28e-4371-aa57-050307b2707b,N/A,N/A,N/A,,N/A,success
https://udio.com/songs/c099d123-c48e-4c9b-8ba0-15fe05cb6aa6,Waar Is Je Cupsje,N/A,N/A,"Male vocalist, Mambo, Regional music, Tropical, Rhythmic, Energetic, Male vocal, Club-house",,success
https://udio.com/songs/30c08e6c-d073-40c6-a658-5945aa9b00b3,Euphoria Code ext v1.1.2.2.1,N/A,N/A,"Manic, Aggressive, Chaotic, Noisy, Electronic, Raw, Sampling, Nightcore, Happy hardcore, Avant garde, Spoken word, Speedcore, Dense, Repetitive, Electronic dance music",,success
https://udio.com/songs/24753fff-8f22-4107-baeb-88ca7ef20c8d,Drift Away (A Soul Odyssey),N/A,N/A,"R&b, Contemporary r&b, New jack swing, Smooth soul, Romantic, Love, Mellow, Sensual, Rhythmic, Soulful, Lovers rock, Instrumental",,success
https://udio.com/songs/c55e625f-8316-42db-b331-cd1de101749a,Essence of Creation,N/A,N/A,"La belleza de las manos de una mujer, Comparala con el vuelo de las mariposas, De las aves y habla de la magia y el arte que tienen sus manos.downtempo., Guitar",,success
https://udio.com/songs/37afa63b-3f5d-442e-a0d7-c74ce53c3dc4,The Weatherman,N/A,N/A,"Rock, Alternative rock, Melancholic, Dark, Atmospheric, Acoustic rock, Sombre, Celtic folk, Acoustic guitar, Instrumental",,success
https://udio.com/songs/e42af944-c666-4019-938f-b94a3d5d11f2,Abschied,N/A,N/A,"Rock, Metal, Melodic, Alternative metal, Energetic, Heavy, Metalcore, Melodic metalcore, Complex, Passionate, Aggressive, Emotional, Instrumental",,success
https://udio.com/songs/7cd60ba7-b0aa-44e7-b49c-f205caad8d91,The Black Hole,N/A,N/A,"Male vocalist, Rock, Metal, Progressive metal, Heavy, Technical, Energetic, Aggressive, Melodic, Fantasy",,success
https://udio.com/songs/db9db4f1-9302-4186-89f0-d746cb353e56,Echoes of the Mind's Eye,N/A,N/A,"Male vocalist, Blues, Cowboy, Film score, Movie effects, Dark, Synth electronic, Psychedelia, Surf rock, Acid rock, Melancholic, Poetic, Pop rock, Lounge, Psychedelic rock, Rhythmic",,success
https://udio.com/songs/a06fa9d3-818e-4b68-965e-f593adf2a8a0,Cosmic Canine Reverie,N/A,N/A,"Rock, Progressive rock, Psychedelic, Psychedelic rock",,success
https://udio.com/songs/376b7a57-ae8c-4c6b-b1b2-e6bf89a58639,N/A,N/A,N/A,N/A,N/A,success
https://udio.com/songs/64af7881-7802-4d27-b84a-e72b766f5706,N/A,N/A,N/A,N/A,N/A,error: HTTPConnectionPool(host='local
https://udio.com/songs/0005621d-b333-478a-9a3a-fe0083e2af52,Baja Blasting,N/A
https://udio.com/songs/00060044-9d45-4ed6-a52e-de2f657a1b3a,Bombs replaced our Lullabies,N/A
https://udio.com/songs/00064e7f-4261-44a3-bc2c-c81671c2891e,Legends of Kalguur,N/A
https://udio.com/songs/00067bd2-d2ae-4e7b-b30f-dfe84e579a07,Voyage to Moomin-land,N/A
https://udio.com/songs/0006c333-a249-49c9-ae57-c76d2ecb7f00,Maelstrom,N/A
https://udio.com/songs/00074a38-fad4-4820-b6ad-862aefd61c32,Once aint enough - Final,N/A
https://udio.com/songs/000fede0-affd-45fc-acb8-dc3bc347f76f,Oops! (...I Pooped in My Pants),N/A
https://udio.com/songs/0010170c-3420-412d-945c-a0bae9d30871,Twilight Flight to Lux,N/A
https://udio.com/songs/00110341-9a68-451b-9e97-d6480263f99d,Guardians of Privacy,N/A
https://udio.com/songs/00140e04-d07e-457e-bf2e-402c9f0d0670,French Electric Rock,2:43
https://udio.com/songs/00178518-4bab-456f-b552-540209eab75a,N/A,N/A
https://udio.com/songs/001cb4b4-2f4c-429e-b8ed-5a0de3fe78c3,North East,3:35
https://udio.com/songs/001e691b-2f89-47d3-85a4-3a54867b13f0,Prime Time,2:11
https://udio.com/songs/001f05df-81fb-46dc-b21f-6a55d8263500,Klassentreffen,2:43
https://udio.com/songs/00218fb6-4737-42cd-9b1a-04a4ff8c0426,Electric_Symphony,2:10
https://udio.com/songs/002bb206-4d90-4dde-9feb-8896a987ade0,N/A,N/A
https://udio.com/songs/00316dcc-e746-44b2-821c-3d3313f6059c,Noche Ardiente - Snoopy,3:40
https://udio.com/songs/72db19ec-9dd2-4da3-a9bc-c1ae0c0d8404,Streets of Venom ext v2.2.1.1,2:43
https://udio.com/songs/72db9ed6-6380-47b4-b247-52e35847bac7,Companion in Solitude,0:32
https://udio.com/songs/72dc69bd-e610-4fc6-9419-2a4a8c1e4fa3,"What did you do, Cuu?",2:11
https://udio.com/songs/72dda986-55c6-450e-878e-bf0e6fdb5894,Melancholic Acoustic guitar jam,0:32
https://udio.com/songs/72ddb733-2484-4cb4-abc1-9c03cff01a4f,Celeste,3:31
https://udio.com/songs/72dfabcd-d3f5-4849-8d70-aabb6115d7f9,'Til the Tender Comes,4:50
https://udio.com/songs/72e187bf-00d5-405b-bf62-25b6a76a64dd,4201 (Too Tired),4:21
https://udio.com/songs/72e52777-4da9-4bf5-9a26-c6cd2999585c,Ewigkind - Ascend,3:36
https://udio.com/songs/72e59732-107a-4afc-b205-17e27eba0886,N/A,N/A
https://udio.com/songs/72ea4862-cd3e-44fd-aa09-de710a9b47c7,Crazy 🌀 [K-Pop],3:21
https://udio.com/songs/72eb0968-7d85-423d-8c63-ffa50a7555b3,N/A,N/A
