word,count
sound,213
guitar,179
beat,167
drum,157
male,157
rock,149
vocal,149
voice,143
sing,128
upbeat,125
background,112
slow,104
female,97
singer,90
pop,89
lyric,87
singing,77
play,76
rap,76
country,68
piano,67
style,60
describe,57
movie,55
fast,53
feel,53
soft,52
old,51
strong,51
man,49
electric,48
heavy,46
feature,46
steady,46
woman,45
jazz,45
bass,45
melody,44
pace,44
instrument,44
good,42
high,41
detail,40
metal,39
kind,38
musical,37
word,37
give,37
vibe,36
create,35
instrumental,35
electronic,35
synth,34
rhythm,33
hip-hop,33
nice,32
end,31
tone,30
band,29
feeling,28
calm,28
girl,27
tune,27
dance,27
start,27
lead,26
lot,26
dramatic,26
remind,26
maybe,25
study,24
use,24
language,24
come,24
pitch,24
task,23
love,23
deep,23
techno,23
90,23
drive,23
level,22
distinguish,22
example,22
string,22
light,22
classic,22
sad,22
guy,22
artist,21
intro,21
e,20
require,20
sufficient,20
description,20
smooth,20
english,20
chill,20
chord,20
main,19
hard,19
game,19
early,19
club,19
similar,19
tempo,19
80,18
atmosphere,18
scene,18
percussion,18
emotional,18
melodic,18
loud,18
violin,18
repeat,18
type,18
energy,18
intense,17
k,17
think,17
different,17
orchestra,17
bright,17
trumpet,17
mix,16
build,16
follow,16
simple,16
make,16
theme,16
2000s,16
line,16
chorus,16
flow,16
video,15
sort,15
modern,15
talk,15
rapper,15
character,14
time,14
roll,14
accompany,14
focus,14
little,14
catchy,14
beginning,14
funky,14
grunge,14
harmony,13
bit,13
low,13
rhythmic,13
song,13
happy,13
drop,13
keyboard,12
spanish,12
mellow,12
kick,12
pattern,12
house,12
foreign,12
acoustic,12
section,12
scream,12
day,12
autotune,12
open,12
peaceful,12
group,11
hit,11
get,11
r&b,11
multiple,11
reminiscent,11
bar,11
energetic,11
opera,11
jazzy,11
relax,11
minimal,11
bassline,11
disney,11
punk,11
medium,10
romantic,10
retro,10
consistent,10
nostalgic,10
alternative,10
know,10
prominent,10
instrumentation,10
mid,10
melancholic,10
solo,10
dark,10
walk,10
rapping,10
saxophone,10
groove,10
accent,10
find,10
layered,9
note,9
vocalist,9
playing,9
back,9
begin,9
piece,9
backing,9
powerful,9
inspire,9
night,9
add,9
interesting,9
pacing,9
warm,9
horn,9
british,9
eerie,9
edm,9
layer,8
southern,8
long,8
genre,8
loop,8
super,8
orchestral,8
brass,8
not,8
radio,8
clear,8
blue,8
snare,8
change,8
lay,8
groovy,8
riff,8
definitely,8
fi,8
suitable,8
soundtrack,8
hat,8
weird,8
late,8
production,8
french,8
classical,8
airy,7
effect,7
tell,7
evoke,7
want,7
carry,7
kinda,7
great,7
slightly,7
cool,7
cinematic,7
choir,7
ish,7
life,7
heartbreak,7
rnb,7
school,7
disco,7
head,7
tense,7
soul,7
fun,7
asian,7
go,7
beautiful,7
tv,7
texture,7
understand,7
emotion,7
lively,7
people,7
era,7
70,7
city,6
show,6
slight,6
match,6
ending,6
epic,6
soulful,6
white,6
mainstream,6
latin,6
small,6
brush,6
middle,6
beach,6
imagine,6
american,6
underneath,6
folk,6
element,6
lo,6
party,6
say,6
synthesizer,6
pad,6
sparse,6
pulse,6
thing,6
phrase,6
signing,6
take,6
mainly,6
echo,6
fan,6
banjo,6
characterize,6
ballad,6
gentle,6
journey,6
right,6
black,6
hi,6
flute,6
2000,6
introduction,5
progressive,5
quiet,5
second,5
restaurant,5
sample,5
move,5
short,5
wait,5
youtube,5
90s,5
try,5
final,5
hint,5
opening,5
big,5
generic,5
poetry,5
deliver,5
speak,5
floor,5
wide,5
person,5
aggressive,5
part,5
emphasis,5
annoying,5
1990s,5
blend,5
west,5
storytelle,5
totally,5
noise,5
tension,5
trap,5
hook,5
narrow,5
fade,5
combination,5
raspy,5
somewhat,5
backup,5
garage,5
climax,5
fight,5
possibly,5
swell,5
gritty,5
expressive,5
sunny,5
place,5
random,5
futuristic,5
dog,5
ai,5
2010s,5
key,5
score,4
world,4
mean,4
hero,4
battle,4
alternate,4
eery,4
peppy,4
actually,4
montage,4
western,4
snippet,4
new,4
typical,4
look,4
lose,4
story,4
hiphop,4
crescendo,4
progress,4
child,4
semi,4
japanese,4
cheerful,4
kid,4
commercial,4
stab,4
european,4
hold,4
upright,4
ambient,4
calming,4
straight,4
mimic,4
lofi,4
rapid,4
uplifting,4
relaxed,4
influence,4
structure,4
car,4
experience,4
yell,4
dreamy,4
event,4
distant,4
reverb,4
stay,4
range,4
scary,4
lady,4
emo,4
combine,4
produce,4
ear,4
harmonize,4
pretty,4
fit,4
draw,4
adlib,4
delivery,4
sharp,4
confident,4
tight,4
clip,4
moment,4
gradual,4
mystical,4
distorted,4
performance,4
probably,4
german,4
soothe,4
subtle,4
esque,4
repetitive,4
bring,4
thought,4
honestly,4
entry,4
distort,4
solid,4
way,4
set,4
sit,4
quick,4
baby,4
number,4
ad,4
wild,4
attention,4
run,3
strum,3
walkout,3
hispanic,3
muffle,3
romance,3
elevator,3
base,3
justin,3
bieber,3
crisp,3
backbeat,3
verse,3
optimistic,3
yearn,3
major,3
form,3
well,3
fill,3
action,3
remix,3
have,3
year,3
introduce,3
channel,3
taylor,3
swift,3
shout,3
christmas,3
couple,3
ride,3
consist,3
clap,3
offbeat,3
pluck,3
double,3
motif,3
throw,3
tupac,3
drumming,3
relaxing,3
softly,3
room,3
dancing,3
unique,3
friend,3
drumn,3
bold,3
work,3
trombone,3
stand,3
screaming,3
star,3
cloudy,3
jackson,3
r,3
b,3
call,3
presence,3
808,3
gradually,3
triangle,3
italian,3
sudden,3
abrupt,3
chant,3
bang,3
odd,3
involve,3
drama,3
noticeable,3
girly,3
showcase,3
echoey,3
cafe,3
strumming,3
rustic,3
pause,3
pay,3
minimalist,3
indie,3
grand,3
similiar,3
buildup,3
significant,3
rave,3
process,3
outro,3
reference,3
sense,3
sentimental,3
write,3
include,3
festival,3
power,3
intimate,3
young,3
whistle,3
happen,3
advertisement,3
emphasize,3
response,3
duet,3
generate,3
away,3
potentially,3
sounding,3
villain,3
tambourine,3
ball,3
bittersweet,3
moderate,3
mario,3
kart,3
mysterious,3
tech,3
film,3
europe,3
somber,3
design,3
transition,3
drill,3
uk,3
die,3
appear,3
bell,3
continue,3
lullaby,3
cute,3
stack,3
maintain,3
center,3
distinct,3
elegant,3
y,3
growl,3
m,3
summer,3
mood,3
swing,3
evident,3
keep,3
race,2
definition,2
bridge,2
touch,2
angel,2
2000s-2010s,2
pick,2
exciting,2
hardly,2
1920,2
rattle,2
fancy,2
obvious,2
sub,2
anchor,2
2016,2
ago,2
football,2
international,2
south,2
america,2
forward,2
menu,2
bouncy,2
fanfare,2
fantasy,2
wife,2
30,2
dad,2
rhythym,2
