song_id,respondent,prompt_conc,prompt_cov,desc_conc,desc_cov,similarity
fb21d861-9397-4126-8,1,3.4933333333333327,1.0,3.4306666666666663,1.0,0.2771
fb21d861-9397-4126-8,12,3.4933333333333327,1.0,4.405714285714287,1.0,0.2227
fb21d861-9397-4126-8,14,3.4933333333333327,1.0,2.73,0.9285714285714286,0.2415
fb21d861-9397-4126-8,23,3.4933333333333327,1.0,3.835,1.0,0.1466
fb21d861-9397-4126-8,33,3.4933333333333327,1.0,4.063750000000001,1.0,0.379
fb21d861-9397-4126-8,44,3.4933333333333327,1.0,3.2972727272727274,0.9166666666666666,0.3818
fb21d861-9397-4126-8,60,3.4933333333333327,1.0,3.2211764705882358,0.9444444444444444,0.4814
246bf3fe-a489-4545-a,1,3.29125,0.6153846153846154,3.7279999999999993,0.7692307692307693,0.4812
246bf3fe-a489-4545-a,6,3.29125,0.6153846153846154,3.955555555555555,0.8181818181818182,0.4643
246bf3fe-a489-4545-a,16,3.29125,0.6153846153846154,3.3805882352941174,0.8947368421052632,0.5954
246bf3fe-a489-4545-a,24,3.29125,0.6153846153846154,3.018,0.9090909090909091,0.5614
246bf3fe-a489-4545-a,38,3.29125,0.6153846153846154,3.5990909090909087,0.8461538461538461,0.6179
246bf3fe-a489-4545-a,50,3.29125,0.6153846153846154,4.036666666666666,0.6666666666666666,0.6072
246bf3fe-a489-4545-a,54,3.29125,0.6153846153846154,3.3314285714285714,0.7777777777777778,0.5322
d8545371-3d1e-4271-8,4,3.543333333333333,0.6923076923076923,2.3925,1.0,0.388
d8545371-3d1e-4271-8,20,3.543333333333333,0.6923076923076923,3.4524999999999997,1.0,0.4765
d8545371-3d1e-4271-8,32,3.543333333333333,0.6923076923076923,3.1300000000000003,1.0,0.3709
d8545371-3d1e-4271-8,41,3.543333333333333,0.6923076923076923,3.6999999999999997,0.9230769230769231,0.367
d8545371-3d1e-4271-8,44,3.543333333333333,0.6923076923076923,3.456666666666667,0.8571428571428571,0.4062
d8545371-3d1e-4271-8,55,3.543333333333333,0.6923076923076923,3.286923076923077,1.0,0.5386
